time	V(out)
6.430522909890437e-007	-4.180171e-001
6.440522909890437e-007	-4.180467e-001
6.450522909890437e-007	-4.180720e-001
6.460522909890436e-007	-4.180939e-001
6.470522909890436e-007	-4.181133e-001
6.480522909890436e-007	-4.181307e-001
6.490522909890435e-007	-4.181466e-001
6.500522909890435e-007	-4.181613e-001
6.510522909890435e-007	-4.181751e-001
6.520522909890434e-007	-4.181882e-001
6.530522909890434e-007	-4.182008e-001
6.540522909890434e-007	-4.182129e-001
6.550522909890433e-007	-4.182246e-001
6.560522909890433e-007	-4.182361e-001
6.570522909890433e-007	-4.182473e-001
6.580522909890433e-007	-4.182583e-001
6.590522909890432e-007	-4.182691e-001
6.600522909890432e-007	-4.182797e-001
6.610522909890432e-007	-4.182900e-001
6.620522909890431e-007	-4.183001e-001
6.630522909890431e-007	-4.183099e-001
6.640522909890431e-007	-4.183192e-001
6.650522909890430e-007	-4.183281e-001
6.660522909890430e-007	-4.183363e-001
6.670522909890430e-007	-4.183435e-001
6.680522909890429e-007	-4.183497e-001
6.690522909890429e-007	-4.183542e-001
6.700522909890429e-007	-4.183565e-001
6.710522909890429e-007	-4.183558e-001
6.720522909890428e-007	-4.183509e-001
6.730522909890428e-007	-4.183403e-001
6.740522909890428e-007	-4.183216e-001
6.750522909890427e-007	-4.182915e-001
6.760522909890427e-007	-4.182454e-001
6.770522909890427e-007	-4.181767e-001
6.780522909890426e-007	-4.180759e-001
6.790522909890426e-007	-4.179294e-001
6.800522909890426e-007	-4.177174e-001
6.810522909890425e-007	-4.174102e-001
6.820522909890425e-007	-4.169620e-001
6.830522909890425e-007	-4.163008e-001
6.840522909890425e-007	-4.153064e-001
6.850522909890424e-007	-4.137598e-001
6.860522909890424e-007	-4.112231e-001
6.870522909890424e-007	-4.072608e-001
6.875784484174969e-007	-4.041896e-001
6.879717090687581e-007	-4.010628e-001
6.883766042612226e-007	-3.969883e-001
6.889126770078196e-007	-3.904011e-001
6.895617086527673e-007	-3.810021e-001
6.901479139100890e-007	-3.712172e-001
6.909669922823880e-007	-3.557676e-001
6.919669922823880e-007	-3.349109e-001
6.929669922823880e-007	-3.121993e-001
6.939669922823879e-007	-2.878989e-001
6.949669922823879e-007	-2.623139e-001
6.959669922823879e-007	-2.356872e-001
6.969669922823878e-007	-2.082144e-001
6.979669922823878e-007	-1.800556e-001
6.989669922823878e-007	-1.513430e-001
6.999669922823877e-007	-1.221877e-001
7.009669922823877e-007	-9.268440e-002
7.019669922823877e-007	-6.291588e-002
7.029669922823877e-007	-3.295558e-002
7.039669922823876e-007	-2.870296e-003
7.049669922823876e-007	2.727800e-002
7.059669922823876e-007	5.743099e-002
7.069669922823875e-007	8.753334e-002
7.079669922823875e-007	1.175321e-001
7.089669922823875e-007	1.473733e-001
7.099669922823874e-007	1.769890e-001
7.109669922823874e-007	2.062399e-001
7.119669922823874e-007	2.347201e-001
7.129669922823873e-007	2.619584e-001
7.134325497565820e-007	2.737311e-001
7.139747808832860e-007	2.861540e-001
7.145351102551182e-007	2.976557e-001
7.151073041741918e-007	3.078359e-001
7.160013748275978e-007	3.212124e-001
7.170013748275978e-007	3.334802e-001
7.180013748275977e-007	3.432961e-001
7.190013748275977e-007	3.511519e-001
7.200013748275977e-007	3.575007e-001
7.210013748275976e-007	3.626860e-001
7.220013748275976e-007	3.669663e-001
7.230013748275976e-007	3.705359e-001
7.240013748275975e-007	3.735408e-001
7.250013748275975e-007	3.760911e-001
7.260013748275975e-007	3.782704e-001
7.270013748275975e-007	3.801426e-001
7.280013748275974e-007	3.817577e-001
7.290013748275974e-007	3.831555e-001
7.300013748275974e-007	3.843682e-001
7.310013748275973e-007	3.854225e-001
7.320013748275973e-007	3.863407e-001
7.330013748275973e-007	3.871416e-001
7.340013748275972e-007	3.878409e-001
7.350013748275972e-007	3.884523e-001
7.360013748275972e-007	3.889874e-001
7.370013748275971e-007	3.894563e-001
7.380013748275971e-007	3.898674e-001
7.390013748275971e-007	3.902284e-001
7.400013748275971e-007	3.905457e-001
7.410013748275970e-007	3.908250e-001
7.420013748275970e-007	3.910713e-001
7.430013748275970e-007	3.912887e-001
7.440013748275969e-007	3.914811e-001
7.450013748275969e-007	3.916516e-001
7.460013748275969e-007	3.918029e-001
7.470013748275968e-007	3.919374e-001
7.480013748275968e-007	3.920570e-001
7.490013748275968e-007	3.921635e-001
7.500013748275967e-007	3.922580e-001
7.510013748275967e-007	3.923417e-001
7.520013748275967e-007	3.924156e-001
7.530013748275967e-007	3.924800e-001
7.540013748275966e-007	3.925355e-001
7.550013748275966e-007	3.925823e-001
7.560013748275966e-007	3.926203e-001
7.570013748275965e-007	3.926492e-001
7.580013748275965e-007	3.926688e-001
7.590013748275965e-007	3.926782e-001
7.600013748275964e-007	3.926766e-001
7.610013748275964e-007	3.926627e-001
7.620013748275964e-007	3.926351e-001
7.630013748275963e-007	3.925920e-001
7.640013748275963e-007	3.925312e-001
7.650013748275963e-007	3.924502e-001
7.660013748275963e-007	3.923461e-001
7.670013748275962e-007	3.922154e-001
7.680013748275962e-007	3.920544e-001
7.690013748275962e-007	3.918585e-001
7.700013748275961e-007	3.916226e-001
7.710013748275961e-007	3.913411e-001
7.720013748275961e-007	3.910074e-001
7.730013748275960e-007	3.906139e-001
7.740013748275960e-007	3.901524e-001
7.750013748275960e-007	3.896137e-001
7.760013748275959e-007	3.889880e-001
7.770013748275959e-007	3.882647e-001
7.780013748275959e-007	3.874327e-001
7.790013748275959e-007	3.864799e-001
7.800013748275958e-007	3.853921e-001
7.810013748275958e-007	3.841518e-001
7.820013748275958e-007	3.827354e-001
7.830013748275957e-007	3.811099e-001
7.840013748275957e-007	3.792259e-001
7.850013748275957e-007	3.770048e-001
7.860013748275956e-007	3.743106e-001
7.870013748275956e-007	3.708846e-001
7.880013748275956e-007	3.662048e-001
7.890013748275956e-007	3.593799e-001
7.900013748275955e-007	3.494934e-001
7.909511733831799e-007	3.367993e-001
7.919511733831798e-007	3.202205e-001
7.929511733831798e-007	3.009544e-001
7.939511733831798e-007	2.794490e-001
7.949511733831797e-007	2.561185e-001
7.959511733831797e-007	2.313023e-001
7.969511733831797e-007	2.052785e-001
7.979511733831796e-007	1.782738e-001
7.989511733831796e-007	1.504738e-001
7.999511733831796e-007	1.221526e-001
8.000000000000000e-007	1.207547e-001
